"group_id","SPI","ISR","Ecc_X_1","Ecc_Y_1","Ecc_X_2","Ecc_Y_2","low_PGA","mid_PGA","high_PGA","low_IDR_frame","mid_IDR_frame","high_IDR_frame","low_IDR_masonry","mid_IDR_masonry","high_IDR_masonry","low_damage_frame","mid_damage_frame","high_damage_frame","low_damage_masonry","mid_damage_masonry","high_damage_masonry","low_damage_global","mid_damage_global","high_damage_global","sequence_frame","sequence_masonry","sequence_global","controller_sequence"
"99","8","2.0","0.0","0.0","0.0375","0.0849","70.0","200.0","400.0","0.0016039066666666","0.0061803555555555","0.0117961555555556","0.00090426","0.0030216","0.0132806333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"100","8","2.0","0.0","0.0","0.0514","0.2123","70.0","200.0","400.0","0.0015707577777777","0.0060119555555555","0.0115051555555556","0.00097305","0.0036254333333333","0.0139175","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"101","8","2.0","0.0","0.0","0.078","0.0","70.0","200.0","400.0","0.0016144444444444","0.0062738222222222","0.0119132","0.0008987566666666","0.0030745566666666","0.0126254666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"102","8","2.0","0.0","0.0","0.0798","0.0","70.0","200.0","400.0","0.0016029977777777","0.006063","0.0114243111111111","0.0009069666666666","0.00311391","0.0140317666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"103","8","2.0","0.0","0.0","0.1281","0.0","70.0","200.0","400.0","0.0012765644444444","0.0050531555555555","0.0102364666666667","0.0007718733333333","0.0026056966666666","0.0083851333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"104","8","2.0","0.0","0.0477","0.0","0.0","70.0","200.0","400.0","0.0016007133333333","0.0060153555555555","0.0114568444444444","0.0009056166666666","0.0030099833333333","0.0125256666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"105","8","2.0","0.0","0.0845","0.0","0.0","70.0","200.0","400.0","0.0015973177777777","0.0060378888888888","0.0114553333333333","0.0008863","0.0029803033333333","0.012462","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"106","8","2.0","0.0","0.1644","0.0","0.0","70.0","200.0","400.0","0.0015778977777777","0.0060477333333333","0.0118613111111111","0.0008316233333333","0.0028823533333333","0.0119584666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"107","8","2.0","0.0463","0.0573","0.0","0.0","70.0","200.0","400.0","0.0015325177777777","0.0058401555555555","0.0110577111111111","0.0009195566666666","0.00326492","0.0127904","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"108","8","2.0","0.047","0.0","0.0","0.0","70.0","200.0","400.0","0.0015930711111111","0.0062677555555555","0.0121107111111111","0.0008813833333333","0.0028962266666666","0.0120532333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"109","8","2.0","0.0961","0.0","0.0","0.0","70.0","200.0","400.0","0.0016099266666666","0.0062259111111111","0.0122144","0.0009411366666666","0.0031554933333333","0.0121751333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"110","8","2.0","0.1478","0.1239","0.0","0.0","70.0","200.0","400.0","0.0015935044444444","0.0062104666666666","0.0123571111111111","0.0009397666666666","0.0033970333333333","0.0120683666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"111","8","2.0","0.1521","0.0","0.0","0.0","70.0","200.0","400.0","0.0016212266666666","0.0063425777777777","0.0126671777777778","0.0009399533333333","0.0033973666666666","0.0120843333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"112","8","2.0","0.1772","0.244","0.0","0.0","70.0","200.0","400.0","0.0014994533333333","0.0060423333333333","0.0119053777777778","0.0008776066666666","0.0033532","0.0126233","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
